year,month,maker,model,vama_class,seats,units,units_ytd
2025,10,THACO MAZDA,Mazda3,Sedan,5 seats,292,2221
2025,10,THACO KIA10.V,ACMarniAvalsendtomedia_Octobe,rM2P5V,Pa7g seeats 1,290,
2025,10,Toyota,Innova Cross Hybrid,Hybrid,,287,2398
2025,10,Suzuki,Super Carry Pro,Small truck,2 seats,272,2484
2025,10,Toyota,Corolla Cross Hybrid,Hybrid,,270,2223
2025,10,JMC,IZ,Light truck,,258,1609
2025,10,Suzuki,XL7 Hybrid,Hybrid,7 seats,249,2094
2025,10,Toyota,Wigo,Sedan,5 seats,244,1901
2025,10,THACO MAZDA,CX-8,SUV,7 seats,228,2017
2025,10,Toyota,Fortuner,SUV,8 seats,195,1655
2025,10,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,183,2025
2025,10,Honda,CR-V Hybrid,Hybrid,5 seats,178,1736
2025,10,Toyota,Camry Hybrid,Hybrid,,158,1128
2025,10,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,145,2120
2025,10,Mitsubishi,Attrage,Sedan,5 seats,143,1456
2025,10,THACO KIA,Sportage,SUV,5 seats,141,1646
2025,10,THACO KIA,Sorento,SUV,7 seats,123,753
2025,10,THACO MAZDA,CX-30,SUV,7 seats,119,1262
2025,10,Toyota,Avanza Premio CKD,MPV,7 seats,107,956
2025,10,Honda,HR-V Hybrid,Hybrid 5 seats,,105,586
2025,10,Toyota,Fortuner (CBU),SUV,8 seats,105,900
2025,10,THACO KIA,K3,Sedan,5 seats,96,1324
2025,10,Toyota,Yaris Cross Hybrid,Hybrid,,85,589
2025,10,Isuzu,D-Max,Pick-up,5 seats,83,470
2025,10,Toyota,Camry,Sedan,5 seats,71,710
2025,10,Suzuki,Swift,Hatchback 5 seats,,57,266
2025,10,THACO MAZDA,CX-3 - CKD,SUV,5 seats,53,195
2025,10,Toyota,Landcruiser 200 GX 470,SUV,8 seats,44,479
2025,10,THACO MAZDA,CX-3,SUV,5 seats,40,1783
2025,10,Honda,Civic,Sedan,5 seats,36,388
2025,10,Honda,Civic Hybrid,Hybrid,5 seats,33,212
2025,10,Isuzu,mu-X,SUV,7 seats,33,219
2025,10,THACO KIA,Morning,Hatchback,5 seats,29,247
2025,10,Toyota,Corolla,Sedan,5 seats,25,208
2025,10,THACO KIA,K5,Sedan,5 seats,23,199
2025,10,THACO KIA,Soluto,Sedan,5 seats,22,237
2025,10,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,19,608
2025,10,Toyota,Alphard Hybrid,Hybrid,8 seats,18,119
2025,10,Suzuki,Jimny,SUV,4 seats,17,213
2025,10,Toyota,Alphard,MPV,7 seats,13,115
2025,10,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,12,30
2025,10,VIDABUS,G12,Large bus,47 seats,11,66
2025,10,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,10,78
2025,10,Ford,Mach-E,BEV,5 seats,8,21
2025,10,VIDABUS,G8,Large bus,29-34 seats,7,102
2025,10,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,6,116
2025,10,Toyota,Corolla Hybrid,Hybrid,6 seats,4,19
2025,10,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,3,10
2025,10,Honda Honda,Accord,Sedan,5 seats,3,32
2025,10,Daewoo Truck,HC/HU,Light truck,,2,9
2025,10,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,2,28
2025,10,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,2,6
2025,10,VIDABUS,GVD090,City bus,60 seats,1,8
2025,10,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,1,17
2025,10,VIDABUS,BS 106,City bus,60 seats,,1
2025,10,VIDABUS,G11,Large bus,47 seats,,7
2025,10,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,,2
2025,10,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,,17
2025,10,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,10,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,10,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,10,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,4
2025,10,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,10,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,,12
2025,10,Honda,Civic TypeR,Others,5 seats,,2
2025,10,BUS THACO,Minibus,Minibus,,,44
2025,10,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,10,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,10,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,10,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,10,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,10,SAMCO,Truck,Medium truck,3 seats,,1
2025,10,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,,1
2025,10,Ford,Explorer,SUV,7 seats,,133
2025,10,Isuzu,Bus Chassis,Chassis,,,107
2025,10,Toyota,Innova,MPV,8 seats,,264
2025,10,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,10,Mitsubishi,Outlander,SUV,7 seats,,362
2025,9,Isuzu,Truck,Other Truck,3 seats,1430,7650
2025,9,Mitsubishi,Xpander (CBU),MPV,7 seats,1417,9585
2025,9,Ford,Ranger CKD,Pick-up,5 seats,1396,10438
2025,9,Mitsubishi,Xforce,SUV,5 seats,1374,8034
2025,9,THACO MAZDA,CX-5,Crossover,5 seats,1311,11306
2025,9,Toyota,Vios,Sedan,5 seats,1292,8496
2025,9,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1163,8673
2025,9,Ford,Territory,MPV,5 seats,1120,8156
2025,9,Ford,Everest,SUV,7 seats,1069,8345
2025,9,THACO TRUCK,Frontier,Small truck,2 seats,854,8334
2025,9,Toyota,Veloz Cross,MPV,8 seats,815,5408
2025,9,Toyota,Corolla Cross,SUV,5 seats,681,4208
2025,9,Mitsubishi,Triton,Pick-up,5 seats,484,2814
2025,9,Honda Honda,CITY,Sedan,5 seats,475,6377
2025,9,THACO MAZDA,Mazda2,Sedan,5 seats,432,3664
2025,9,THACO KIA,Seltos,Crossover,5 seats,430,3946
2025,9,Toyota,Innova Cross,MPV,7 seats,412,3299
2025,9,Ford,Transit,Minibus,16 seats,384,4431
2025,9,THACO KIA,Sonet,Crossover,5 seats,378,3591
2025,9,Mitsubishi,Xpander (CKD),MPV,7 seats,375,2853
2025,9,THACO KIA,Carens,SUV,7 seats,348,2748
2025,9,Hino,HINO,Other Truck,3 seats,324,2075
2025,9,Toyota,Hilux,Pick-up,5 seats,311,2504
2025,9,Honda,BR-V,MPV,7 seats,304,2876
2025,9,Toyota,Corolla Cross Hybrid,Hybrid,,303,1953
2025,9,Honda,HR-V,SUV,5 seats,300,3378
2025,9,Toyota,Raize,SUV,5 seats,290,2541
2025,9,Ford,Ranger CBU,Pick-up,5 seats,287,2139
2025,9,Honda,CR-V Hybrid,Hybrid,5 seats,273,1558
2025,9,THACO KIA9. VA,CMarnAivaslendtomedia_Septem,bMePVr25,Pa7g seeats 1,260,
2025,9,Toyota,Innova Cross Hybrid,Hybrid,,259,2111
2025,9,Suzuki,Super Carry Pro,Small truck,2 seats,252,2212
2025,9,Suzuki,XL7 Hybrid,Hybrid,7 seats,249,1845
2025,9,THACO MAZDA,Mazda3,Sedan,5 seats,246,1929
2025,9,Honda,CR-V,SUV,7 seats,212,2597
2025,9,THACO MAZDA,CX-8,SUV,7 seats,194,1789
2025,9,Mitsubishi,Attrage,Sedan,5 seats,155,1313
2025,9,JMC,IZ,Light truck,,150,1351
2025,9,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,143,1842
2025,9,THACO KIA,Sportage,SUV,5 seats,141,1505
2025,9,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,140,1975
2025,9,Toyota,Fortuner,SUV,8 seats,137,1460
2025,9,Toyota,Yaris Cross Hybrid,Hybrid,,122,504
2025,9,THACO MAZDA,CX-30,SUV,7 seats,120,1143
2025,9,Toyota,Wigo,Sedan,5 seats,110,1657
2025,9,THACO KIA,K3,Sedan,5 seats,100,1228
2025,9,THACO KIA,Sorento,SUV,7 seats,98,630
2025,9,Toyota,Fortuner (CBU),SUV,8 seats,96,795
2025,9,Toyota,Avanza Premio CKD,MPV,7 seats,90,849
2025,9,Suzuki,Swift,Hatchback 5 seats,,70,209
2025,9,Toyota,Landcruiser 200 GX 470,SUV,8 seats,69,435
2025,9,Honda,HR-V Hybrid,Hybrid 5 seats,,63,481
2025,9,THACO MAZDA,CX-3,SUV,5 seats,63,1743
2025,9,Isuzu,D-Max,Pick-up,5 seats,53,387
2025,9,Toyota,Camry Hybrid,Hybrid,,51,970
2025,9,Honda,Civic,Sedan,5 seats,45,352
2025,9,THACO KIA,Morning,Hatchback,5 seats,32,218
2025,9,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,28,589
2025,9,THACO MAZDA,CX-3 - CKD,SUV,5 seats,27,142
2025,9,Toyota,Camry,Sedan,5 seats,27,639
2025,9,Honda,Civic Hybrid,Hybrid,5 seats,26,179
2025,9,THACO KIA,K5,Sedan,5 seats,19,176
2025,9,THACO KIA,Soluto,Sedan,5 seats,18,215
2025,9,Toyota,Alphard,MPV,7 seats,18,102
2025,9,Toyota,Corolla,Sedan,5 seats,16,183
2025,9,Isuzu,mu-X,SUV,7 seats,15,186
2025,9,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,13,68
2025,9,Ford,Mach-E,BEV,5 seats,13,13
2025,9,Suzuki,Jimny,SUV,4 seats,13,196
2025,9,Isuzu,Bus Chassis,Chassis,,12,107
2025,9,Toyota,Alphard Hybrid,Hybrid,8 seats,11,101
2025,9,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,7,110
2025,9,Honda Honda,Accord,Sedan,5 seats,5,29
2025,9,BUS THACO,Minibus,Minibus,,5,44
2025,9,VIDABUS,G8,Large bus,29-34 seats,4,95
2025,9,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,4,16
2025,9,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,4,7
2025,9,Toyota,Innova,MPV,8 seats,4,264
2025,9,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,2,26
2025,9,VIDABUS,GVD090,City bus,60 seats,1,7
2025,9,Honda,Civic TypeR,Others,5 seats,1,2
2025,9,SAMCO,SAMCO B40 ~ B80,Large bus,40 seats,1,1
2025,9,Ford,Explorer,SUV,7 seats,1,133
2025,9,Toyota,Corolla Hybrid,Hybrid,6 seats,1,15
2025,9,VIDABUS,BS 106,City bus,60 seats,,1
2025,9,VIDABUS,G12,Large bus,47 seats,,55
2025,9,VIDABUS,G11,Large bus,47 seats,,7
2025,9,Daewoo Truck,HC/HU,Light truck,,,7
2025,9,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,,18
2025,9,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,,2
2025,9,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,,17
2025,9,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,9,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,9,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,9,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,4
2025,9,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,9,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,,12
2025,9,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,9,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,9,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,9,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,9,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,,4
2025,9,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,9,SAMCO,Truck,Medium truck,3 seats,,1
2025,9,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,9,Mitsubishi,Outlander,SUV,7 seats,,362
2025,8,Ford,Ranger CKD,Pick-up,5 seats,1324,9042
2025,8,Honda Honda,CITY,Sedan,5 seats,1136,5902
2025,8,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1107,7510
2025,8,Ford,Everest,SUV,7 seats,1053,7276
2025,8,THACO MAZDA,CX-5,Crossover,5 seats,1025,9995
2025,8,Isuzu,Truck,Other Truck,3 seats,1001,6220
2025,8,THACO TRUCK,Frontier,Small truck,2 seats,930,7480
2025,8,Mitsubishi,Xforce,SUV,5 seats,900,6660
2025,8,Mitsubishi,Xpander (CBU),MPV,7 seats,732,8168
2025,8,Toyota,Vios,Sedan,5 seats,726,7204
2025,8,Toyota,Veloz Cross,MPV,8 seats,639,4593
2025,8,Ford,Transit,Minibus,16 seats,501,4047
2025,8,Ford,Territory,MPV,5 seats,481,7036
2025,8,Toyota,Corolla Cross,SUV,5 seats,455,3527
2025,8,THACO KIA,Seltos,Crossover,5 seats,409,3516
2025,8,THACO MAZDA,Mazda2,Sedan,5 seats,399,3232
2025,8,Toyota,Innova Cross,MPV,7 seats,356,2887
2025,8,Toyota,Hilux,Pick-up,5 seats,330,2193
2025,8,THACO KIA,Sonet,Crossover,5 seats,318,3213
2025,8,Toyota,Raize,SUV,5 seats,304,2251
2025,8,Honda,HR-V,SUV,5 seats,289,3078
2025,8,Hino,HINO,Other Truck,3 seats,275,1751
2025,8,Honda,CR-V Hybrid,Hybrid,5 seats,267,1285
2025,8,THACO KIA8. VA,CMarnAivaslendtomedia_August2,M5PV,Pa7g seeats 1,263,
2025,8,Suzuki,Super Carry Pro,Small truck,2 seats,246,1960
2025,8,Honda,BR-V,MPV,7 seats,245,2572
2025,8,Mitsubishi,Triton,Pick-up,5 seats,242,2330
2025,8,THACO KIA,Carens,SUV,7 seats,232,2400
2025,8,Toyota,Innova Cross Hybrid,Hybrid,,221,1852
2025,8,Suzuki,XL7 Hybrid,Hybrid,7 seats,219,1596
2025,8,Toyota,Corolla Cross Hybrid,Hybrid,,218,1650
2025,8,Honda,CR-V,SUV,7 seats,216,2385
2025,8,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,197,1835
2025,8,THACO MAZDA,Mazda3,Sedan,5 seats,197,1683
2025,8,Ford,Ranger CBU,Pick-up,5 seats,187,1852
2025,8,JMC,IZ,Light truck,,179,1201
2025,8,Mitsubishi,Xpander (CKD),MPV,7 seats,174,2478
2025,8,Toyota,Wigo,Sedan,5 seats,170,1547
2025,8,THACO MAZDA,CX-8,SUV,7 seats,157,1595
2025,8,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,153,1699
2025,8,Toyota,Fortuner (CBU),SUV,8 seats,146,699
2025,8,Suzuki,Swift,Hatchback 5 seats,,139,139
2025,8,Toyota,Yaris Cross Hybrid,Hybrid,,135,382
2025,8,THACO KIA,Sportage,SUV,5 seats,127,1364
2025,8,Toyota,Fortuner,SUV,8 seats,120,1323
2025,8,THACO MAZDA,CX-3 - CKD,SUV,5 seats,115,115
2025,8,Toyota,Camry Hybrid,Hybrid,,113,919
2025,8,THACO KIA,K3,Sedan,5 seats,104,1128
2025,8,Mitsubishi,Attrage,Sedan,5 seats,87,1158
2025,8,THACO MAZDA,CX-30,SUV,7 seats,84,1023
2025,8,Toyota,Avanza Premio CKD,MPV,7 seats,80,759
2025,8,Toyota,Landcruiser 200 GX 470,SUV,8 seats,77,366
2025,8,Honda,HR-V Hybrid,Hybrid 5 seats,,64,418
2025,8,Toyota,Camry,Sedan,5 seats,62,612
2025,8,THACO KIA,Sorento,SUV,7 seats,60,532
2025,8,Mitsubishi,Outlander,SUV,7 seats,45,362
2025,8,Isuzu,D-Max,Pick-up,5 seats,37,334
2025,8,Honda,Civic Hybrid,Hybrid,5 seats,33,153
2025,8,Toyota,Innova,MPV,8 seats,28,260
2025,8,Isuzu,mu-X,SUV,7 seats,23,171
2025,8,Honda,Civic,Sedan,5 seats,22,307
2025,8,Suzuki,Jimny,SUV,4 seats,22,183
2025,8,THACO KIA,K5,Sedan,5 seats,21,157
2025,8,Toyota,Alphard,MPV,7 seats,21,84
2025,8,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,20,561
2025,8,Toyota,Alphard Hybrid,Hybrid,8 seats,17,90
2025,8,Toyota,Corolla,Sedan,5 seats,15,167
2025,8,Isuzu,Bus Chassis,Chassis,,12,95
2025,8,THACO KIA,Soluto,Sedan,5 seats,11,197
2025,8,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,11,55
2025,8,VIDABUS,G11,Large bus,47 seats,7,7
2025,8,VIDABUS,G8,Large bus,29-34 seats,7,91
2025,8,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,7,12
2025,8,THACO KIA,Morning,Hatchback,5 seats,5,186
2025,8,Daewoo Truck,HC/HU,Light truck,,4,7
2025,8,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,4,24
2025,8,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,4,103
2025,8,Toyota,Corolla Hybrid,Hybrid,6 seats,4,14
2025,8,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,3,18
2025,8,Honda Honda,Accord,Sedan,5 seats,3,24
2025,8,BUS THACO,Minibus,Minibus,,3,39
2025,8,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,1,12
2025,8,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,4
2025,8,VIDABUS,BS 106,City bus,60 seats,,1
2025,8,VIDABUS,GVD090,City bus,60 seats,,6
2025,8,VIDABUS,G12,Large bus,47 seats,,55
2025,8,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,,3
2025,8,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,,2
2025,8,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,,17
2025,8,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,8,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,8,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,8,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,,4
2025,8,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,8,Honda,Civic TypeR,Others,5 seats,,1
2025,8,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,8,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,8,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,8,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,8,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,8,SAMCO,Truck,Medium truck,3 seats,,1
2025,8,Ford,Explorer,SUV,7 seats,,132
2025,8,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,7,THACO MAZDA,CX-5,Crossover,5 seats,1586,8970
2025,7,Ford,Ranger CKD,Pick-up,5 seats,1364,7718
2025,7,Mitsubishi,Xpander (CBU),MPV,7 seats,1229,7436
2025,7,Toyota,Vios,Sedan,5 seats,1213,6478
2025,7,Mitsubishi,Xforce,SUV,5 seats,1185,5760
2025,7,Honda Honda,CITY,Sedan,5 seats,1181,4766
2025,7,Ford,Everest,SUV,7 seats,1089,6223
2025,7,THACO TRUCK,Frontier,Small truck,2 seats,1082,6550
2025,7,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1055,6403
2025,7,Isuzu,Truck,Other Truck,3 seats,975,5219
2025,7,Ford,Territory,MPV,5 seats,925,6555
2025,7,Toyota,Veloz Cross,MPV,8 seats,805,3954
2025,7,Toyota,Corolla Cross,SUV,5 seats,603,3072
2025,7,Ford,Transit,Minibus,16 seats,526,3546
2025,7,THACO KIA,Seltos,Crossover,5 seats,502,3107
2025,7,Honda,HR-V,SUV,5 seats,458,2789
2025,7,THACO MAZDA,Mazda2,Sedan,5 seats,440,2833
2025,7,THACO KIA,Sonet,Crossover,5 seats,406,2895
2025,7,Toyota,Innova Cross,MPV,7 seats,399,2531
2025,7,THACO KIA,Carnival,MPV,7 seats,398,2969
2025,7,Toyota,Hilux,Pick-up,5 seats,390,1863
2025,7,THACO KIA,Carens,SUV,7 seats,374,2168
2025,7,Toyota,Raize,SUV,5 seats,370,1947
2025,7,Honda,CR-V,SUV,7 seats,354,2169
2025,7,Honda,BR-V,MPV,7 seats,333,2327
2025,7,Mitsubishi,Xpander (CKD),MPV,7 seats,324,2304
2025,7,Toyota,Innova Cross Hybrid,Hybrid,,318,1631
2025,7,BUS THACO,Thaco 28 45 seats,Large bus,28 ~ 45 seats,315,1638
2025,7,Hino,HINO,Other Truck,3 seats,280,1476
2025,7,Mitsubishi,Triton,Pick-up,5 seats,272,2088
2025,7,Suzuki,Super Carry Pro,Small truck,2 seats,245,1714
2025,7,Toyota,Corolla Cross Hybrid,Hybrid,,238,1432
2025,7,Ford,Ranger CBU,Pick-up,5 seats,234,1665
2025,7,THACO MAZDA,Mazda3,Sedan,5 seats,231,1486
2025,7,Toyota,Fortuner,SUV,8 seats,230,1203
2025,7,THACO PREMIUM,Peugeot SUV,peugeot,7 seats,222,1546
2025,7,Toyota,Wigo,Sedan,5 seats,219,1377
2025,7,THACO MAZDA,CX-8,SUV,7 seats,212,1438
2025,7,THACO KIA,Sportage,SUV,5 seats,195,1237
2025,7,Suzuki,XL7 Hybrid,Hybrid,,184,1377
2025,7,Mitsubishi,Attrage,Sedan,5 seats,184,1071
2025,7,JMC,IZ,Light truck,,159,1022
2025,7,Honda,CR-V Hybrid,Hybrid,5 seats,141,1018
2025,7,THACO MAZDA,CX-30,SUV,7 seats,137,939
2025,7,THACO KIA,K3,Sedan,5 seats,125,1024
2025,7,Toyota,Camry Hybrid,Hybrid,,121,806
2025,7,Toyota,Fortuner (CBU),SUV,8 seats,117,553
2025,7,THACO MAZDA,CX-3,SUV,5 seats,111,1680
2025,7,Toyota,Avanza Premio CKD,MPV,7 seats,111,679
2025,7,Honda,HR-V Hybrid,Hybrid 5 seats,,86,354
2025,7,THACO KIA,Sorento,SUV,7 seats,73,472
2025,7,Toyota,Camry,Sedan,5 seats,72,550
2025,7,Toyota,Landcruiser 200 GX 470,SUV,8 seats,67,289
2025,7,Toyota,Yaris Cross Hybrid,Hybrid,,60,247
2025,7,Honda,Civic,Sedan,5 seats,46,285
2025,7,Isuzu,D-Max,Pick-up,5 seats,42,297
2025,7,THACO TRUCK,Thaco dumptruck (SPV),,2 seats,39,541
2025,7,Toyota,Innova,MPV,8 seats,38,232
2025,7,Mitsubishi,Outlander,SUV,7 seats,37,317
2025,7,THACO KIA,Soluto,Sedan,5 seats,22,186
2025,7,SAMCO,SAMCO 24 CN ~ 46CN,Medium bus,27 seats,22,99
2025,7,Toyota,Corolla,Sedan,5 seats,19,152
2025,7,THACO KIA7. VA,KM5Asendtomedia_July25,Sedan,Pa5g seeats 1,18,
2025,7,Suzuki,Jimny,SUV,4 seats,17,161
2025,7,Isuzu,mu-X,SUV,7 seats,16,148
2025,7,Honda,Civic Hybrid,Hybrid,5 seats,14,120
2025,7,Toyota,Alphard Hybrid,Hybrid,8 seats,14,73
2025,7,BUS THACO,Minibus,Minibus,,11,36
2025,7,VIDABUS,G8,Large bus,29-34 seats,8,84
2025,7,Toyota,Alphard,MPV,7 seats,8,63
2025,7,THACO KIA,Morning,Hatchback,5 seats,7,181
2025,7,THACO KIA,New Sorento HEV/PHEV,Hybrid,7 seats,6,44
2025,7,YUCHAI YCK05 248,GRANBIRD K35S-YCK05,Large bus,35 seats,5,5
2025,7,VIDABUS,GVD090,City bus,60 seats,4,6
2025,7,Honda Honda,Accord,Sedan,5 seats,4,21
2025,7,Toyota,Corolla Hybrid,Hybrid,6 seats,4,10
2025,7,YUCHAI YCK05 248,GRANBIRD K29S-YCK05,Medium bus,29 seats,3,3
2025,7,YUCHAI YCK11 410,LIMOUSINE GR24W-YCK11,Medium bus,24 seats,3,17
2025,7,VIDABUS,G12,Large bus,47 seats,2,55
2025,7,YUCHAI YCK11 410,LIMOUSINE GR34W-YCK11,Large bus,34 seats,2,2
2025,7,YUCHAI YCK11 410,LIMOUSINE GR26-YCK11,Medium bus,26 seats,2,20
2025,7,HYUDANI 425,LIMOUSINE KIA36H425-E5,Large bus,36 seats,2,4
2025,7,HYUDANI 425,LIMOUSINE KIA26H425-E5,Medium bus,26 seats,1,11
2025,7,SAMCO,Garbage compactor truck,Garbage compactor truck (SPV),3 seats,1,3
2025,7,Ford,Explorer,SUV,7 seats,1,132
2025,7,VIDABUS,BS 106,City bus,60 seats,,1
2025,7,Daewoo Truck,HC/HU,Light truck,,,3
2025,7,Daewoo Truck,CL4TF/CL4T8/CL4DF,Light truck,,,15
2025,7,YUCHAI 6MK 385,UNIVERSE K47S-YE5,Large bus,47 seats,,18
2025,7,YUCHAI 6MK 385,LIMOUSINE B26YE5-EX,Medium bus,26 seats,,6
2025,7,YUCHAI 6MK 385,LIMOUSINE B26YE5,Medium bus,26 seats,,10
2025,7,HYUDANI 425,LIMOUSINE KIA24WH425-E5,Medium bus,24 seats,,2
2025,7,Honda,Civic TypeR,Others,5 seats,,1
2025,7,THACO MAZDA,Mazda 6,Sedan,5 seats,,56
2025,7,SAMCO,Xe Ben Bùn,Xe Ben Bùn (SPV),3 seats,,6
2025,7,SAMCO,Sewage suction truck,Sewage suction truck (SPV),3 seats,,4
2025,7,SAMCO,Vaccum tank truck,Vaccum tank truck (SPV),3 seats,,2
2025,7,SAMCO,Road cleaning truck,Road cleaning truck(SPV),3 seats,,1
2025,7,SAMCO,Truck,Medium truck,3 seats,,1
2025,7,Isuzu,Bus Chassis,Chassis,,,59
2025,7,Mitsubishi,Pajero Sport,SUV,7 seats,,48
2025,6,THACO MAZDA,CX-5,Crossover,5 seats,1500,7384
2025,6,Mitsubishi,Xforce,SUV,5 seats,1431,4575
2025,6,Mitsubishi,Xpander (CBU),MPV,7 seats,1382,6207
2025,6,THACO TRUCK,Thaco truck,Light truck Dump truck (SPV),2 seats,1313,5348
2025,6,Ford,Ranger CKD,Pick-up,5 seats,1181,6354
2025,6,Ford,Everest,SUV,7 seats,1122,5134
2025,6,Ford,Territory,MPV,5 seats,1109,5630
2025,6,Toyota,Vios,Sedan,5 seats,1059,5265
2025,6,THACO TRUCK,Frontier,Small truck,2 seats,960,5468
2025,6,Isuzu,Truck,Other Truck,3 seats,781,4244
2025,6,Toyota,Veloz Cross,MPV,8 seats,766,3149
2025,6,Toyota,Corolla Cross,SUV,5 seats,541,2469
2025,6,Ford,Transit,Minibus,16 seats,532,3020
2025,6,Toyota,Innova Cross,MPV,7 seats,528,2132
2025,6,THACO KIA,Seltos,Crossover,5 seats,506,2605
